pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-521 b,TOI-521,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.260L/abstract target=ref>Lacedelli et al. 2026</a>,1.54285047,0.000001,-0.0000008,0,0.0195,0.0003,-0.0003,0,1.98,0.14,-0.14,0,0.17664407,0.01248998,-0.01248998,0,5.3,1,-1,0,0.01667566,0.00314635,-0.00314635,0,Mass,0,,,0,66,12,-12,0,794,35,-35,0,0,<a refstr=LACEDELLI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.260L/abstract target=ref>Lacedelli et al. 2026</a>,M3,3544,100,-100,0,0.421,0.028,-0.028,0,0.42,0.03,-0.03,0,-0.12,0.08,-0.08,0,[Fe/H],4.97,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m22.62s,123.3442567,+12d13m19.59s,12.2221079,60.9425,0.2247,-0.223,14.691,0.066,-0.066,10.089,0.019,-0.019,13.5861,0.000364,-0.000364,12/11/25,2026-01,12/11/25
TOI-5210 b,TOI-5210,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,4.5661061,0.0000024,-0.0000023,0,0.0557,0.001,-0.0012,0,10.72699453,0.35868738,-0.26901554,0,0.957,0.032,-0.024,0,81.99972901,13.03096469,-13.03096469,0,0.258,0.041,-0.041,0,Mass,0.066,,,1,456,27,-29,0,1286,19,-21,0,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,,5723,95,-120,0,1.209,0.032,-0.026,0,1.105,0.063,-0.068,0,0.324,0.084,-0.086,0,[Fe/H],4.319,0.026,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h57m16.06s,314.316923,+21d57m00.74s,21.9502055,302.086,2.706,-2.658,12.118,0.024,-0.024,10.308,0.02,-0.02,11.9381,0.00024,-0.00024,7/29/25,2025-09,7/29/25
TOI-5218 b,TOI-5218,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..235K/abstract target=ref>Kanodia et al. 2024</a>,4.291452,0.000004,-0.000004,0,0.0469,0.0006,-0.0006,0,9.86,0.39,-0.39,0,0.879,0.034,-0.034,0,657,,,1,2.06715317,,,1,Mass,0,,,0,62,6,-6,0,783,21,-21,0,0,<a refstr=KANODIA_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..235K/abstract target=ref>Kanodia et al. 2024</a>,,4230,88,-88,0,0.708,0.022,-0.022,0,0.739,0.03,-0.03,0,0.41,0.12,-0.12,0,[Fe/H],4.63,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m39.23s,292.6634642,+71d45m46.66s,71.7629612,377.483,3.627,-3.627,16.044,0.16,-0.16,12.546,0.025,-0.025,15.4499,0.000678,-0.000678,8/30/24,2024-12,8/30/24
TOI-5232 b,TOI-5232,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,4.0966692,0.0000067,-0.0000067,0,0.05593,0.0009,-0.001,0,12.778238,0.57165802,-0.50440413,0,1.14,0.051,-0.045,0,743.7184724,50.85254512,-50.85254512,0,2.34,0.16,-0.16,0,Mass,0.035,0.034,-0.024,0,,,,,1772,40,-45,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6500,180,-190,0,1.785,0.067,-0.057,0,1.389,0.068,-0.075,0,-0.104,0.11,-0.086,0,[Fe/H],4.077,0.034,-0.042,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m20.98s,294.3374248,+35d16m35.38s,35.2764934,609.388,8.75,-8.511,12.246,0.069,-0.069,10.857,0.018,-0.018,12.168,0.000182,-0.000182,11/4/24,2024-07,11/4/24
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.4432M/abstract target=ref>Mantovan et al. 2022</a>,4.872171,,,0,,,,,5.22,,,0,0.46569801,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631,141.47,-99.75,0,1.02283,0.04972,-0.049667,0,1,0.094187,-0.160889,0,,,,,,4.41846,0.089697,-0.064715,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,223.3588909,+68d51m34.10s,68.859472,290.646,1.547,-1.532,12.214,0.046,-0.046,10.627,0.016,-0.016,12.0984,0.00019,-0.00019,10/3/22,2022-11,10/3/22
TOI-5261 b,TOI-5261,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543..292S/abstract target=ref>Schulte et al. 2025</a>,4.1509768,0.0000068,-0.0000068,0,0.05134,0.00086,-0.00096,0,11.60129502,0.47077719,-0.45956821,0,1.035,0.042,-0.041,0,3651.848396,136.666215,-146.2010672,0,11.49,0.43,-0.46,0,Mass,0.1585,0.01,-0.0078,0,,,,,1244,30,-25,0,0,<a refstr=SCHULTE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543..292S/abstract target=ref>Schulte et al. 2025</a>,,5790,140,-120,0,1.021,0.033,-0.032,0,1.037,0.053,-0.057,0,0.254,0.076,-0.077,0,[Fe/H],4.436,0.031,-0.033,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m50.05s,305.4585453,+19d26m09.05s,19.4358468,377.054,7.804,-7.498,12.68,0.114,-0.114,11.156,0.02,-0.02,12.6023,0.000783,-0.000783,9/25/25,2025-10,9/25/25
TOI-5292 A b,TOI-5292 A,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,2.02191,0.000003,-0.000003,0,0.0279,0.0013,-0.0013,0,12.64373023,0.43715025,-0.41473229,0,1.128,0.039,-0.037,0,412.8591007,25.74410097,-23.51930212,0,1.299,0.081,-0.074,0,Mass,0.034,0.024,-0.02,0,102,14.2,-14.2,0,809,22,-21,0,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,M0&plusmn;0.5,3919,80,-80,0,0.611,0.019,-0.019,0,0.596,0.013,-0.013,0,0.33,0.14,-0.14,0,[Fe/H],4.642,0.029,-0.029,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h56m53.37s,344.2223631,-08d07m11.09s,-8.1197473,337.095,8.1645,-8.1645,16.416,0.206,-0.206,12.777,0.023,-0.023,15.9091,0.000724,-0.000724,4/30/26,2026-04,3/26/26
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.930289,0.000004,-0.000004,0,0.034,0.004,-0.003,0,11.9,0.4,-0.4,0,1.06,0.04,-0.04,0,170.4,21.8,-21.9,0,0.54,0.07,-0.07,0,Mass,0.38,,,1,34.6,8.6,-6.2,0,675,42,-30,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586,88,-88,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,-0.03,0.12,-0.12,0,[Fe/H],4.77,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.828682,-02d02m42.34s,-2.0450945,162.229,1.316,-1.295,16.19,1.133,-1.133,11.639,0.035,-0.035,14.9816,0.000555,-0.000555,7/21/23,2023-07,7/21/23
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.387597,0.000019,-0.000018,0,0.052,0.005,-0.004,0,9.30345398,0.67253884,-0.67253884,0,0.83,0.06,-0.06,0,127.1313628,28.60455663,-31.7828407,0,0.4,0.09,-0.1,0,Mass,0,,,0,,,,,565,28,-31,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,M0.5 V,3659,120,-120,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0,[Fe/H],4.7,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.762,1.109,-1.093,15.403,0.136,-0.136,11.238,0.02,-0.02,14.6439,0.000567,-0.000567,10/11/21,2022-03,10/11/21
TOI-5300 b,TOI-5300,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRENSCH_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.118F/abstract target=ref>Frensch et al. 2025</a>,2.262196,0.000003,-0.000003,0,0.0295,0.0003,-0.0003,0,9.86390302,0.89671846,-0.89671846,0,0.88,0.08,-0.08,0,190.6970442,31.7828407,-31.7828407,0,0.6,0.1,-0.1,0,Mass,0,,,0,198,6,-6,0,1043,67,-66,0,0,<a refstr=FRENSCH_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.118F/abstract target=ref>Frensch et al. 2025</a>,K4 V,4610,207,-207,0,0.65,0.06,-0.06,0,0.67,0.02,-0.02,0,-0.17,0.07,-0.07,0,[Fe/H],4.64,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h45m55.47s,356.481137,+00d27m31.67s,0.4587978,162.51,0.824,-0.817,13.869,0.263,-0.263,10.568,0.021,-0.021,13.2333,0.000735,-0.000735,6/11/25,2025-08,6/11/25
TOI-5301 b,TOI-5301,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.858858,0.000016,-0.000016,0,0.073,0.0011,-0.0011,0,13.09208946,0.85188253,-0.78462865,0,1.168,0.076,-0.07,0,1182.321674,117.5965106,-117.5965106,0,3.72,0.37,-0.37,0,Mass,0.33,0.11,-0.1,0,,,,,1648,34,-31,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6240,160,-160,0,2.19,0.12,-0.11,0,1.483,0.081,-0.14,0,0.03,0.13,-0.11,0,[Fe/H],3.926,0.052,-0.061,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m57.79s,12.9908008,+13d04m42.14s,13.0783712,629.161,20.626,-19.378,11.738,0.069,-0.069,10.336,0.02,-0.02,11.5696,0.000586,-0.000586,7/23/24,2024-07,7/23/24
TOI-5319 b,TOI-5319,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,4.07853,0.000008,-0.000008,0,0.0506,0.0025,-0.006,0,2.83,0.57,-0.59,0,0.25247612,0.05085208,-0.05263637,0,,,,,,,,,,,,,,,,,,695,,,0,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3580,124.25,-124.25,0,0.485,0.067,-0.067,0,0.5,0.096,-0.096,0,,,,,,4.5,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h20m51.25s,35.2135563,+23d31m13.59s,23.5204408,61.171,0.2092,-0.2078,13.947,0.018,-0.018,9.553001,0.029,-0.029,13.1344,0.000778,-0.000778,10/22/24,2024-10,10/22/24
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.3266508,0.000003,-0.000003,0,0.0296,0.00035,-0.00035,0,5.82,0.19,-0.19,0,0.51922652,0.01695069,-0.01695069,0,61.5,9.7,-9.3,0,0.19350064,0.03051961,-0.02926107,0,Mass,0,,,0,94.1,8,-8,0,867,18,-18,0,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,3927,37,-37,0,0.612,0.013,-0.012,0,0.639,0.023,-0.023,0,0.338,0.072,-0.066,0,[Fe/H],4.669,0.018,-0.017,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.047,0.548,-0.548,14.413,0.006,-0.006,10.587,0.025,-0.025,13.6645,0.000485,-0.000485,8/16/21,2021-10,8/16/21
TOI-5322 b,TOI-5322,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,5.4233207,0.0000039,-0.0000038,0,0.0604,0.001,-0.0009,0,16.6117094,0.3474784,-0.30264248,0,1.482,0.031,-0.027,0,184.0226477,25.74410097,-25.74410097,0,0.579,0.081,-0.081,0,Mass,0.055,,,1,554,35,-30,0,1350,21,-19,0,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,,5692,87,-83,0,1.462,0.028,-0.025,0,0.998,0.051,-0.046,0,-0.048,0.042,-0.077,0,[Fe/H],4.11,0.012,-0.018,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m07.04s,6.5293373,+14d20m11.14s,14.3364283,476.899,11.853,-11.301,12.733,0.069,-0.069,10.9,0.018,-0.018,12.4839,0.000206,-0.000206,7/29/25,2025-09,7/29/25
TOI-5335 b,TOI-5335,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.613659884,0.000902754,-0.00089043,0,,,,,4.02422162,0.84491911,-0.55064827,0,0.35901762,0.07537876,-0.04912563,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5528.92,,,0,0.916633,,,0,,,,,,,,,,4.4497,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m48.57s,46.9523734,+15d21m32.70s,15.3590831,331.289,4.484,-4.367,13.428,0.069,-0.069,11.223,0.023,-0.023,13.087,0.000866,-0.000866,4/23/26,2026-03,4/23/26
TOI-5340 b,TOI-5340,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,4.9394392,0.0000071,-0.0000072,0,0.0628,0.0011,-0.0024,0,15.07607904,0.57165802,-0.54924005,0,1.345,0.051,-0.049,0,270.154146,79.45710175,-79.45710175,0,0.85,0.25,-0.25,0,Mass,0.13,,,1,1004,68,-72,0,1566,26,-29,0,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,,5990,130,-150,0,1.842,0.055,-0.054,0,1.35,0.07,-0.15,0,0.208,0.081,-0.082,0,[Fe/H],4.036,0.038,-0.056,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h57m14.28s,59.3094816,+22d22m42.01s,22.3783373,532.629,11.546,-11.075,12.399,0.08,-0.08,10.607,0.027,-0.027,12.2074,0.000188,-0.000188,7/29/25,2025-09,7/29/25
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,3.792622,0.0000062,-0.0000062,0,0.04041,0.00075,-0.00075,0,10.60369574,0.23538859,-0.23538859,0,0.946,0.021,-0.021,0,130.9453037,12.71313628,-12.71313628,0,0.412,0.04,-0.04,0,Mass,0.054,,,1,38,3,-3,0,689,12,-12,0,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,,3747,64,-64,0,0.588,0.011,-0.011,0,0.612,0.034,-0.034,0,0.425,0.088,-0.088,0,[Fe/H],4.686,0.014,-0.014,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.367,1.336,-1.311,15.402,0.149,-0.149,10.86,0.018,-0.018,14.3361,0.000589,-0.000589,11/7/23,2023-10,11/7/23
TOI-5349 b,TOI-5349,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SANDOVAL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...43S/abstract target=ref>Sandoval et al. 2026</a>,3.317921,0.000002,-0.000002,0,0.0369,0.0004,-0.0004,0,10.2,0.3,-0.3,0,0.91,0.02,-0.02,0,127.4,5.8,-5.5,0,0.4,0.02,-0.02,0,Mass,0.03,0.03,-0.02,0,44.5,3.7,-3.7,0,719,15,-15,0,0,<a refstr=SANDOVAL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...43S/abstract target=ref>Sandoval et al. 2026</a>,M1+/-0.5,3751,59,-59,0,0.58,0.01,-0.01,0,0.61,0.02,-0.02,0,0.5,0.16,-0.16,0,[Fe/H],4.72,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h30m51.02s,52.7125703,+20d52m46.66s,20.8796279,188.336,2.125,-2.078,15.685,0.046,-0.046,11.514,0.017,-0.017,14.8907,0.000672,-0.000672,1/15/26,2026-01,1/15/26
TOI-5350 b,TOI-5350,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543..292S/abstract target=ref>Schulte et al. 2025</a>,7.581367,0.000012,-0.000011,0,0.0796,0.0014,-0.0015,0,12.41955062,0.42594127,-0.32506044,0,1.108,0.038,-0.029,0,2094.489202,79.45710175,-82.63538582,0,6.59,0.25,-0.26,0,Mass,0.0165,0.012,-0.0081,0,,,,,1195,21,-19,0,0,<a refstr=SCHULTE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543..292S/abstract target=ref>Schulte et al. 2025</a>,,6220,130,-120,0,1.263,0.037,-0.03,0,1.167,0.063,-0.066,0,0.044,0.072,-0.059,0,[Fe/H],4.304,0.025,-0.035,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h57m36.55s,74.4023015,+21d36m07.11s,21.6019759,277.419,4.115,-3.999,11.953,0.069,-0.069,9.985,0.019,-0.019,11.7055,0.000473,-0.000473,9/25/25,2025-10,9/25/25
TOI-5380 b,TOI-5380,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.772292479,3.95334E-05,-4.0614E-05,0,,,,,3.48093238,0.4044094,-0.32385387,0,0.31054852,0.03607905,-0.02889236,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6400.78,,,0,1.5621,,,0,,,,,,,,,,4.162,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m02.68s,112.7611492,+73d07m43.62s,73.1287844,286.781,3.491,-3.41,10.621,0.005,-0.005,9.475,0.016,-0.016,10.4963,0.000305,-0.000305,4/23/26,2026-03,4/23/26
TOI-5386 A b,TOI-5386 A,1,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,3.62156552,0.00000083,-0.00000083,0,0.04856,0.00075,-0.00077,0,14.70618268,0.32506044,-0.31385146,0,1.312,0.029,-0.028,0,155.1002626,15.25576354,-14.62010672,0,0.488,0.048,-0.046,0,Mass,0.072,,,1,817,36,-35,0,1488,16,-16,0,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,,6094,67,-65,0,1.245,0.022,-0.022,0,1.165,0.055,-0.055,0,0.182,0.093,-0.089,0,[Fe/H],4.314,0.013,-0.013,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h04m25.66s,226.1069193,+60d32m10.43s,60.5362318,394.486,5.777,-5.617,11.554,0.023,-0.023,10.414,0.016,-0.016,11.7598,0.000232,-0.000232,7/29/25,2025-09,7/29/25
TOI-5388.01,TOI-5388,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POULTOURTZIDIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.106P/abstract target=ref>Poultourtzidis et al. 2026</a>,2.5946748,0.0000042,-0.000003,0,,,,,0.99,0.07,-0.06,0,0.08832204,0.00624499,-0.00535285,0,2.2,,,1,0.00692197,,,1,Mass,,,,,,,,,488,54,-25,0,0,<a refstr=POULTOURTZIDIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.106P/abstract target=ref>Poultourtzidis et al. 2026</a>,M3.0 V,3440,85,-85,0,0.3,0.015,-0.015,0,0.292,0.018,-0.018,0,-0.36,0.2,-0.2,0,[Fe/H],4.99,0.21,-0.21,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m42.36s,152.1765169,+35d32m51.21s,35.5475571,18.5226,0.01665,-0.01665,12.728,0.064,-0.064,8.319,0.021,-0.021,11.7284,0.000483,-0.000483,2/5/26,2026-03,2/5/26
