,orb_phase,norm_flux
0,0.33996492462563,0.9999123
1,0.3413281404671291,0.9998758
2,0.34200974854657784,0.9995589
3,0.3426913563086281,0.9996024
4,0.3440545724675256,1.0001321
5,0.3460993963884734,0.9998306
6,0.3467810041505237,1.0000295
7,0.34746261222997255,1.0000867
8,0.34882582807147156,0.9996359
9,0.3495074361509203,0.9991748
10,0.3508706519924194,0.9999069
11,0.35155226007186813,0.9997035
12,0.3522338678339184,1.0002265
13,0.353597083992816,1.0003553
14,0.35427869175486626,0.9995912
15,0.3556419079137637,1.0013486
16,0.356323515675814,1.0004182
17,0.35700512375526283,0.9993981
18,0.35904994767621057,0.9999208
19,0.3597315557556594,1.0003416
20,0.3610947715971584,0.9997162
21,0.36177637967660714,0.9998497
22,0.36313959551810626,0.999497
23,0.36382120328015655,0.9995019
24,0.36450281135960527,1.0004185
25,0.3658660272011044,0.9990438
26,0.3665476352805531,0.9990686
27,0.36791085112205213,0.9998541
28,0.36859245920150097,0.9996772
29,0.3692740672809497,1.0000966
30,0.3706372831224487,0.9994152
31,0.3713188912018974,0.9982337
32,0.37268210704339655,1.0005703
33,0.3733637151228453,1.0004448
34,0.3754085387263947,1.0000712
35,0.3760901468058434,0.9985675
36,0.37677175488529213,1.0007045
37,0.37813497072679125,1.0003965
38,0.37881657880624,1.0006331
39,0.380179794647739,1.0001878
40,0.3808614027271878,0.9991834
41,0.3815430104892381,0.9999014
42,0.38290622664813556,1.0003383
43,0.38358783441018596,0.9997708
44,0.3863142664105824,0.9991745
45,0.38767748225208154,0.9995611
46,0.38835909033153027,0.9998507
47,0.3897223061730294,0.9988919
48,0.3904039142524781,1.0001154
49,0.3910855220145284,1.0000058
50,0.39244873817342585,0.9998867
51,0.39313034593547624,0.9994164
52,0.39381195401492497,0.9980489
53,0.395175169856424,1.0005651
54,0.3958567779358728,1.0000172
55,0.3972199937773718,0.9993366
56,0.39790160185682055,0.9992372
57,0.39858320961887084,0.9997669
58,0.3999464257777684,1.0005961
59,0.4006280335398187,1.0005467
60,0.40199124969871625,1.000843
61,0.40267285746076653,1.0003878
62,0.40335446554021526,1.0015892
63,0.4047176813817144,1.0006416
64,0.4067625053026621,0.9991304
65,0.40744411338211084,1.0006647
66,0.4081257214615597,0.9988182
67,0.4094889373030587,0.9994512
68,0.4101705453825074,0.9987492
69,0.4108521531445578,0.9998229
70,0.4122153689860568,1.0006761
71,0.41289697706550554,1.0004583
72,0.41426019290700467,0.9990271
73,0.4149418009864534,0.998782
74,0.4156234090659021,0.9993587
75,0.41698662490740124,0.9996624
76,0.41766823298684996,0.9995229
77,0.419031448828349,1.0006659
78,0.4197130569077978,0.9983139
79,0.4203946646698481,0.9983969
80,0.42175788082874555,1.0002976
81,0.42243948859079583,1.0004251
82,0.42380270443229495,0.9994865
83,0.4244843125117437,1.0002261
84,0.4251659205911924,1.000085
85,0.4265291364326915,1.0004978
86,0.42721074451214025,1.0000171
87,0.42789235227419053,1.0006965
88,0.4292555684330881,1.000545
89,0.4299371761951384,1.0002327
90,0.43198200011608623,0.9984002
91,0.43266360819553495,1.0004415
92,0.43402682403703396,0.9999182
93,0.4347084321164827,0.9999512
94,0.4360716479579818,0.9997069
95,0.43675325603743054,1.0000334
96,0.4374348637994808,1.0000484
97,0.4387980799583784,1.000675
98,0.43947968772042867,0.9998204
99,0.44084290387932623,0.9988991
100,0.4415245116413765,1.000604
101,0.44220611972082524,0.9991026
102,0.44356933556232425,1.0004203
103,0.4442509436417731,0.9992664
104,0.4449325517212218,0.9999959
105,0.4462957675627208,0.9994343
106,0.44697737564216966,0.9995156
107,0.44834059148366867,0.9993776
108,0.44902219924571896,1.0004268
109,0.4497038073251677,0.9995367
110,0.4510670231666668,1.0000749
111,0.45174863124611553,1.0003737
112,0.45311184708761465,0.9986227
113,0.4537934551670634,0.999624
114,0.4544750632465121,1.0001847
115,0.4558382790880111,0.9991502
116,0.45651988716745995,1.0020283
117,0.45788310300895896,1.0003931
118,0.4585647110884077,1.000296
119,0.4592463188504581,0.9989094
120,0.4606095346919571,1.0011324
121,0.4612911427714058,0.9998192
122,0.46197275085085465,0.9999649
123,0.46333596669235366,0.9994979
124,0.4640175747718024,1.0007241
125,0.4653807906133015,1.0007302
126,0.46606239869275023,1.0009873
127,0.4667440064548005,1.0025429
128,0.4681072226136981,0.9994484
129,0.46878883037574837,1.0008988
130,0.4701520465346458,1.0010471
131,0.4708336542966961,1.0011407
132,0.47151526237614494,1.000893
133,0.47287847821764395,1.0014304
134,0.4735600862970927,1.000021
135,0.4749233021385918,0.9994816
136,0.4756049102180405,1.0000921
137,0.4762865179800908,0.999874
138,0.47764973413898837,0.9995656
139,0.47833134190103865,0.9994638
140,0.4790129499804874,0.9995091
141,0.4803761658219865,1.000017
142,0.4810577739014352,0.9999086
143,0.48242098974293424,0.9997808
144,0.4831025978223831,0.9999233
145,0.48378420558443336,1.0002609
146,0.4851474217433308,0.9998338
147,0.4858290295053811,0.998374
148,0.48719224566427866,1.0005078
149,0.48787385342632894,1.0000598
150,0.48855546150577767,0.9991378
151,0.4899186773472768,0.9995156
152,0.4906002854267255,0.9998058
153,0.4919635012682245,1.0004482
154,0.49264510934767336,0.9991963
155,0.4933267174271221,1.0000435
156,0.4946899332686211,1.0000727
157,0.49537154134806993,1.0001629
158,0.4960531491101202,1.0001422
159,0.4974163649516192,0.9997647
160,0.49809797303106795,1.0004245
161,0.4994611888725671,0.9992653
162,-0.4998572030479842,1.0000623
163,-0.4991755949685354,1.0002181
164,-0.49781237912703635,1.0004437
165,-0.4971307710475876,1.0003242
166,-0.49576755520608856,1.0001309
167,-0.4950859471266398,0.9997831
168,-0.4944043393645895,1.0005547
169,-0.4923595154436417,1.000625
170,-0.49099629960214264,0.9997064
171,-0.49031469152269386,0.9998757
172,-0.48963308344324513,1.0006447
173,-0.48826986760174607,1.001102
174,-0.48758825952229734,1.000663
175,-0.486906651760247,1.0001888
176,-0.4855434356013495,0.9999125
177,-0.4848618278392992,1.0006628
178,-0.4834986116804017,0.9993584
179,-0.48281700391835136,1.0002909
180,-0.48213539583890264,0.9996696
181,-0.48077217999740357,0.9999213
182,-0.48009057191795484,1.000083
183,-0.4787273560764558,0.9996653
184,-0.478045747997007,1.0000322
185,-0.4773641402349567,1.0005412
186,-0.4760009240760592,1.0004886
187,-0.47531931631400887,1.0000087
188,-0.47395610015511136,0.9998731
189,-0.4732744923930611,0.9999532
190,-0.4712296684721133,1.0007823
191,-0.4705480603926645,0.9997942
192,-0.4698664523132158,1.0002454
193,-0.4685032364717167,0.9986772
194,-0.4664584125507689,0.9998634
195,-0.4657768047887186,0.99994
196,-0.46509519670926985,1.000307
197,-0.4637319808677708,1.0006021
198,-0.463050372788322,1.0002676
199,-0.46168715694682294,0.999795
200,-0.4610055488673742,0.999998
201,-0.46032394078792543,0.9991118
202,-0.4589607249464264,0.9993575
203,-0.45827911686697764,1.0006654
204,-0.4569159010254786,1.0002887
205,-0.45623429294602985,0.9999504
206,-0.4555526851839795,1.0002405
207,-0.45418946934248045,1.0005185
208,-0.4535078612630317,0.9996744
209,-0.45282625318358294,1.0010967
210,-0.45146303734208393,0.9996907
211,-0.45078142926263515,1.0002724
212,-0.4494182134211361,0.9996322
213,-0.44873660534168736,0.999878
214,-0.448054997579637,1.0003505
215,-0.4466917814207395,1.0007211
216,-0.4460101736586892,1.0004512
217,-0.4446469574997917,1.0000334
218,-0.44396534973774143,1.000356
219,-0.44328374165829265,0.9995492
220,-0.4419205258167936,0.9996608
221,-0.44123891773734486,1.0005134
222,-0.4398757018958458,0.9994345
223,-0.439194093816397,0.9998749
224,-0.43851248605434673,1.0006835
225,-0.4371492698954492,0.9991772
226,-0.43646766213339894,1.0005583
227,-0.43578605405395016,0.9995638
228,-0.4344228382124511,1.0004662
229,-0.43374123013300236,0.9992197
230,-0.4323780142915033,1.0006704
231,-0.4316964062120545,0.9996699
232,-0.43101479845000423,0.9996385
233,-0.4296515822911067,0.9993524
234,-0.42896997452905644,1.0008445
235,-0.42760675837015893,1.0008259
236,-0.4269251506081086,0.9993813
237,-0.42624354252865987,0.9989571
238,-0.4248803266871608,1.0003117
239,-0.4241987186077121,0.9998293
240,-0.422835502766213,0.9999597
241,-0.42215389468676423,0.9996565
242,-0.4214722866073155,1.0002283
243,-0.42010907076581644,1.0009283
244,-0.41942746268636766,0.9996901
245,-0.4187458549243174,1.0006596
246,-0.4173826390828183,0.9992746
247,-0.4167010310033696,0.9998181
248,-0.4153378151618705,0.9982374
249,-0.41465620708242173,0.9999909
250,-0.413974599002973,1.0001586
251,-0.41261138316147394,1.000087
252,-0.41192977508202516,0.9998914
253,-0.4105665592405261,1.0001489
254,-0.40988495116107737,1.0004873
255,-0.4092033433990271,1.0008785
256,-0.4078401272401296,0.9998292
257,-0.40715851947807924,1.0011081
258,-0.4057953036365802,0.999557
259,-0.40511369555713145,1.0006452
260,-0.40443208747768267,0.9993925
261,-0.40306887163618366,0.9994991
262,-0.4023872635567349,0.9989277
263,-0.4017056557946846,0.9997356
264,-0.4003424396357871,1.0000094
265,-0.39966083187373674,0.9991331
266,-0.39829761571483924,1.0003042
267,-0.39761600795278895,0.9996546
268,-0.39693439987334017,1.0006081
269,-0.39557118403184116,1.0003583
270,-0.3948895759523924,1.0002124
271,-0.3935263601108933,0.9989517
272,-0.3928447520314446,0.9995712
273,-0.39216314426939425,1.000679
274,-0.39079992811049674,1.0002897
275,-0.39011832034844646,1.0007754
276,-0.38875510418954895,0.9996039
277,-0.38807349642749867,1.0003834
278,-0.3873918883480499,0.999999
279,-0.3860286725065508,0.9989031
280,-0.3853470644271021,1.0009534
281,-0.3846654563476533,0.9993038
282,-0.38330224050615425,1.000372
283,-0.3826206324267055,0.9996548
284,-0.38125741658520645,0.9988052
285,-0.38057580882315617,0.9990829
286,-0.3798942007437074,1.0002597
287,-0.3785309849022083,0.9999824
288,-0.3778493768227596,0.99975
289,-0.37648616098126053,1.0002819
290,-0.37580455290181175,0.9995351
291,-0.375122944822363,1.0004747
292,-0.37375972898086396,0.999392
293,-0.37307812090141523,0.9995453
294,-0.37171490505991617,0.9990018
295,-0.3710332969804674,0.9997313
296,-0.3703516892184171,1.0001179
297,-0.36898847337691804,0.9994545
298,-0.36830686529746925,0.9999602
299,-0.36762525721802053,1.0002851
300,-0.36626204137652146,1.0001951
301,-0.36558043329707274,1.0012219
302,-0.36421721745557367,0.9988545
303,-0.3635356093761249,1.0008679
304,-0.3628540016140746,1.0007916
305,-0.3614907854551771,1.0006931
306,-0.3608091776931268,0.9991213
307,-0.3594459615342293,0.9995003
308,-0.35876435377217897,0.9990108
309,-0.35808274569273024,0.9997217
310,-0.3567195298512312,0.9996019
311,-0.3560379217717824,0.9994598
312,-0.35467470593028333,0.9997001
313,-0.3539930978508346,0.99951
314,-0.3533114900887843,0.9984463
315,-0.35126666616783647,0.999563
316,-0.35058505808838775,1.0001693
317,-0.3492218422468887,0.9994668
318,-0.3485402341674399,1.0002248
319,-0.34717701832594083,1.0002638
320,-0.3464954102464921,0.9991943
321,-0.3458138024844418,0.9998518
322,-0.3444505863255443,0.999375
323,-0.343768978563494,0.9997047
324,-0.34240576240459647,1.0012031
325,-0.3417241546425462,0.9988947
326,-0.3410425465630974,0.9997852
327,-0.3396793307215984,1.0009253
328,-0.3389977226421496,0.9994119
329,-0.33763450680065055,1.0002813
330,-0.3369528987212018,0.9999795
331,-0.33627129064175304,1.0005472
332,-0.334908074800254,1.0004345
333,-0.33422646672080525,0.9984624
334,-0.3335448589587549,0.9989391
335,-0.3321816431172559,1.0003793
336,-0.3315000350378071,0.9994532
